606271,"1","Random rendering issue with ASP.Net site, sometimes loses controls and code.",1267690260,\N
606272,"1","How do I set my homepage to automatically load up in a new tab?",1267690263,1267692948
606275,"1","FF suddenly began to use nearly 50% of the CPU. It's terrible. My computer became very slow because of this. FF from my boss, too, began to use a lot of CPU. Help.",1267690900,1267723231
606276,"1","I just updated to firefox 3.6 and the placement of my tabs have changed! How do I fix this?",1267690933,1268817847
606278,"1","I upgraded to explorer 8 and it reset ALL FIREFOX SETTING! :( all is lost.",1267691190,1267788632
606279,"1","how do you enable cookies in Mozilla Firefox version 3.5.8 ?",1267691336,1268315859
606280,"1","How do I remove an incorrecr user name that has been savd in my web sites' sever email login page--went to Security Setting instructions in Firefox , but nothing worked/helped. Thanks",1267691721,\N
606281,"1","When I try to open firefox, a message appears saying \"Firefox is already running, but is not responding. To open a new window, you must first close the existing Firefox process, or restart your system.\" It just keeps saying this even after I restart my co",1267691775,\N
606287,"1","Firefox does not load new pages after Windows Vista hibernated sleep",1267692508,\N
606300,"1","Firefox opens sales website from google",1267694647,\N
606302,"1","After importing bookmarks from Internet Explorer they do not figure in the Bookmarks menu in Firefox.",1267694761,\N
606305,"1","Where did the downloaded program extensions for windows go",1267695181,\N
606306,"1","How do I get to see more than todays and yesterdays recived e-mails in my in-box?",1267695307,1267697558
606312,"1","cant use right mouse button for open new tag",1267695824,1268560015
606313,"1","how do i change the start box language to english",1267695952,1267723902
606316,"1","bookmark drop down has gone, i have red error message, i have tried all the remedies, still wont work, what can i patch on? explorer sitill works ok",1267696467,1267697887
606317,"1","when attempting to open saved web pages, the start page appears instead",1267696538,1267723993
606328,"1","Merge bookmarks - without losing tags",1267697961,1267724900
606331,"1","i'm french so...firefox becamed slower and slower till it couldn't open anymore. I tried to download it, but the installation stopped after pressing \"record\" and nothing materred anymore",1267698162,\N
606332,"1","How can I fix a \"zoom\" (Ctlr +) in such a way that it stays when I surf?",1267698163,1267715442
606335,"1","Right click menu has gone",1267698615,1267724415
606336,"1","How do I get my home page site that is set in Internet properties to appear in the address bar; at the moment I get Search bookmarks and History",1267698750,1267715588
606337,"1","dns error server cannot be found link may be broken",1267698811,\N
606339,"1","I have set yahoo mail login page as my homepage , but every time i open firefox the following opens \"  file:///C:/Program%20Files/Mozilla%20Firefox/ \"",1267699739,1267717318
606341,"1","how to cancel the automatic redirection when an error occur ?",1267700205,1267717457
606344,"1","With 3.6, 2 links on my website no longer function. The website is written using FP. The links appear when using IE8.",1267700812,1267725711
606347,"1","Firefox insist downloading Eng / US version when I select Eng / GB",1267701250,1267724719
606348,"1","Firefox/Lightroom Gallery Loading Issue",1267701311,1267731220
606350,"1","The menu bar on Firefox 3.6 is blank. Safe mode does not help.",1267701942,1267802855
606352,"1","Reply to emails, text missing",1267702858,\N
606356,"1","Im using firefox 3.6 but on some sites it still says upgrade to firefox 3.6? answers.yahoo.com is one of the sites.",1267703804,1267871687
606362,"1","At opening Firefox ask to be allow to use GaramondPremrPro-It font every time even I ask not to ask again",1267704300,1267753248
606364,"1","ebay doesnt stay logged in after I asked it to",1267704951,\N
606366,"1","Open Downloads with a shortcut (Not Key)",1267705113,\N
606368,"1","How can I revert my right mouse click paste?",1267705198,\N
606370,"1","When I have to re-start my Apple Firefox browser reverts to 5.8 and I have to download 3.6 again!!!  Is there anyway around this?",1267705711,\N
606371,"1","I download 6, mp3 archives at a time from Rush Limbaugh in Int. Explorer. If I try to do it with Firefox the first download title \"Rush Limbaugh - Mar 01 2010 - Hour 1.mp3\" works fine, but then the title for the next ones show up as \"members.cgi\", instead",1267705840,1267710232
606373,"1","i cant open links that have pop-up or java script codes,like commenting links &...!!!pls HELP...",1267705864,1267712887
606379,"1","Every file downloaded is in binary format file !",1267706235,1267725062
606382,"1","What do I  do to put the new firefox in my applications because when I do it says the item fire fox could not be moved because \"applications\"cannot be modified?",1267706415,1267706580
606384,"1","Firefox 3.6 Slow Loading Web Pages and Sites",1267706596,\N
606385,"1","What do I  do to put the new firefox in my applications because when I do it says the item fire fox could not be moved because \"applications\"cannot be modified?",1267706616,\N
606388,"1","I cannot get Picasa to import pictures",1267706890,\N
606389,"1","Can I set up the pop-up windows to open in new tabs, not in new windows?",1267706910,\N
606391,"1","How cand I run multiple versions of Firefox on Windows 7 (profilemanager method not working)",1267707095,1267708068
606393,"1","What is the keystroke to show/hide the bookmarks toolbar?",1267707704,1267793268
606396,"1","yahoo.com does not load; page info says \"quirks mode\" versus standard compliance mode.",1267707992,\N
606399,"1","My taskbar disappeared after I upgraded firefox",1267708103,1268703900
606405,"1","merogen_merogen2000@*****.***",1267708392,\N
606406,"1","IBM Track Point Not Working win 2000 model T23",1267708426,\N
606408,"1","Firefox 3.5 and 3.6 often opens a new tiny window in the upper left corner.",1267708544,1267739935
606410,"1","the textes of websites are not written with letter, but are convert in numbers. What can I do?",1267708624,1267753793
606411,"1","when i view pages why do i get ❤ instead of text or symbols",1267708625,1267807420
606413,"1","on the right click popup menu, can I change it so that open in new tab is on top instead of open in new window?",1267708935,1267709136
606414,"1","What does it mean when I am unable to replace old version (3.5.3 with 3.6) in applications folder because I \"do not have privileges for some features\"?",1267708950,1267739873
606415,"1","when i use google surch , it shows in german language , how can i change to english?",1267708971,1267805718
606416,"1","Just updated firefox and find the new version does not support Mega Manager. Can I roll back to a previous edition which does?",1267708972,1267909833
606420,"1","Firefox won't close",1267709390,1268767966
606423,"1","I do not want Firefox as my home page.",1267709854,1267710158
606431,"1","Firefox freezes up and says \"not responding\"",1267710370,\N
606434,"1","website stay loading",1267710702,\N
606435,"1","pop up XP ANTIVIRUS PRO 2010 has invaded my computer how do I get rid of it?",1267710839,1267741978
606436,"1","When I open a web page on Monzilla and then minimize it if I click on Monzilla again the open another page the page that I first Minimized will be behind the new page I opened why?",1267710911,1267738240
606438,"1","firefox slows down after being used for several hours and it goes back to being speedy after I restart it",1267711508,\N
606440,"1","Is there a way to download a 93 Mb file in two or more sessions since my ISP disconnects my internet connection after 6 hours, which equals 60 Mb on my dial-up.",1267711864,1267750826
606441,"1","How do i stop a pop up window that opens every time i open Firefox or click on a google search result. The window has the signiture Gamevance at the bottom left corner. I have tried to clear cookie and cache and remove it from any list i can find that it ",1267712199,1267739789
606442,"1","how do i see all tabs next to each other when i hover over the firefox tray icon, like it does for IE",1267712414,\N
606446,"1","Since upgrading to 3.6 my browser continually closes. There are no error messages, no warning.  This issue actually presented itself with the version just prior to this one. I have uninstalled, reinstalled both versions to no avail. It crashes so often I'",1267712779,\N
606447,"1","I am seeing a small box appear under my cursor in firefox. When i point the mouse at something and leave it for a second a small empty grey box appears. How do i get rid of this?",1267712861,1267734869
606450,"1","Firefox crashes on startup as it tries to restore previous session",1267712917,\N
606453,"1","Firefox 3.6 will not OPEN .pdf, forces you to DOWNLOAD it. Why?  Now only MS IE is accptable.",1267713268,\N
606454,"1","links are opening in a new tab even when they specify size",1267713299,1267805791
606455,"1","Firefox does not allow me to copy and paste url from the address bar into any other document, email or new tab.  Other browsers are fine??",1267713472,1267725542
606456,"1","Cookies not accepted in Facebook games",1267713524,1267727543
606458,"1","Am I going to have to use two browsers?  Firefox be unable to access certain websites properly, that work fine in Explorer.",1267713648,1267714084
606460,"1","Firefox is having trouble connecting with servers and loading web pages.",1267714085,\N
606461,"1","How do I change settings in the tools menu?  I've followed the instructions and deleted the prefs file, but nothings's working",1267714176,\N
606464,"1","Firefox not saving history -- even though it is set to remember history in preferences. How can I fix this?",1267714348,1267755630
606467,"1","cannot save websites with graphics anymore",1267714836,1267754012
606469,"1","firefox does not show content of home page",1267715057,\N
606470,"1","Text font size does not seem to work properly in FF3.6 in Windows 7",1267715121,1267729486
606473,"1","When i try to open www.everestengineering.co.in in mozilla, i get a message like Repored attack site,? when i checked the source code, some code is generated automatically from the server side and is attached to the end od html, the code is this,    Can a",1267715456,\N
606474,"1","Installed Firefox 3.6 and now Windows 7 is freezing up",1267715473,1268883240
606476,"1","How do I get firefox to remember my user name and password for a site when it does not ask automatically?",1267715591,1267729203
606478,"1","Option \"warn when closing several subpages\" does not stay selected",1267715676,1267729252
606479,"1","ff regularly causes the colored spinning wheel to appear on mac os x delaying requested action, i don't get this problem with ie or safari",1267715823,\N
606480,"1","How do I import my address book from IE to Firefox",1267715923,1267716187
606482,"1","I upgraded to the newest Mozilla on my Windows XP laptop and now Mozilla won't open",1267715956,\N
606483,"1","a proxy is failing to accept cookies on HTTP redirects",1267715959,1267729318
606484,"1","Since changing to FF, my AOL has started including some of my Gmails",1267716174,1267718741
